S,Name,Age,Gender,State,City,Address,Aadhar,DOB,status
1435,Rahul Kulkarnee,69,Female,Maharashtra,Nagpur,"House 498, Tilak Nagar, Mumbai, Maharashtra - 411001",2980-5656-1249,10/20/1957,3.53953E+11
1436,Poojaa Yadava,77,Female,Maharashtra,Ratnagiri,"House 141, Station Road, Mumbai, Maharashtra - 411001",3496-6651-5334,12/9/1949,9.00692E+11
1437,Anjli Sharmma,23,Male,Maharashtra,Ratnagiri,"House 419, Tilak Nagar, Nagpur, Maharashtra - 422001",4503-4520-5007,8/7/2003,4.5013E+11
1438,Pooja Sarma,32,Male,Maharashtra,Mumbai,"House 341, MG Road, Nagpur, Maharashtra - 422001",5859-2943-9066,2/28/1994,3.35549E+11
1439,,0,Female,Maharashtra,Nagpur,"House 20, Gandhi Chowk, Mumbai, Maharashtra - 440001",2218-1799-1834,10/25/1965,2.46565E+11
1440,aaaa,-5,Male,Maharashtra,Nagpur,"House 375, Shivaji Nagar, Mumbai, Maharashtra - 422001",4395-4130-3672,4/22/1983,1.05291E+11
1441,,-5,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",2072-5649-3917,6/7/1963,2.46565E+11
1442,Ameet More,24,Female,Maharashtra,Ratnagiri,"House 288, Gandhi Chowk, Pune, Maharashtra - 400001",3273-7429-8658,5/25/2002,9.47193E+11
1443,Anjaly Pateel,21,Male,Maharashtra,Ratnagiri,"House 404, Station Road, Nashik, Maharashtra - 411001",5610-1532-2479,8/22/2005,6.3001E+11
1444,Snehaa Sarma,69,Male,Maharashtra,Nagpur,"House 171, MG Road, Nashik, Maharashtra - 440001",8355-5979-6627,7/15/1957,6.22964E+11
1445,Rahul Sharmma,61,Male,Maharashtra,Mumbai,"House 99, Station Road, Nagpur, Maharashtra - 422001",9259-1020-4040,4/14/1965,3.04332E+11
1446,Rohul Kulkarni,62,Male,Maharashtra,Nagpur,"House 47, Laxmi Colony, Pune, Maharashtra - 400001",4691-3706-2061,5/14/1964,8.52042E+11
1447,Snehaa Joshi,19,Male,Maharashtra,Nagpur,"House 217, Tilak Nagar, Pune, Maharashtra - 422001",2715-8981-4355,6/23/2007,5.48009E+11
1448,Ameet Yadava,74,Female,Maharashtra,Ratnagiri,"House 146, Tilak Nagar, Mumbai, Maharashtra - 400001",1282-6656-1220,6/13/1952,4.52214E+11
1449,kiran patil,62,Female,Maharashtra,Nagpur,"House 373, Gandhi Chowk, Nashik, Maharashtra - 400001",8219-2281-2157,7/20/1964,5.19785E+11
1450,Rahul Patil,34,Female,Maharashtra,Mumbai,"House 77, Station Road, Pune, Maharashtra - 411001",1318-4076-9551,5/11/1992,9.52823E+11
1451,Amit Moray,26,Male,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",8527-5635-3040,12/24/2000,3.00177E+11
1452,Rahul Joshy,45,Female,Maharashtra,Mumbai,"House 149, MG Road, Nashik, Maharashtra - 411001",6970-5937-8768,12/14/1981,23490178570
1453,Anjali Patill,58,Female,Maharashtra,Ratnagiri,"House 290, MG Road, Nagpur, Maharashtra - 422001",8101-2805-9191,3/14/1968,6.63371E+11
1454,Poojaa Moray,69,Female,Maharashtra,Mumbai,"House 291, Tilak Nagar, Mumbai, Maharashtra - 400001",9381-7331-7397,3/17/1957,7.94965E+11
1455,Kiran Yadab,56,Female,Maharashtra,Pune,"House 2, Shivaji Nagar, Nagpur, Maharashtra - 440001",7940-1321-7175,8/12/1970,9.93758E+11
1456,Raahul Yadab,66,Female,Maharashtra,Nagpur,"House 194, Shivaji Nagar, Mumbai, Maharashtra - 400001",9036-9095-1162,9/9/1960,8.7538E+11
1457,Rohul Yadav,22,Male,Maharashtra,Mumbai,"House 368, Laxmi Colony, Mumbai, Maharashtra - 400001",8351-5553-8418,5/15/2004,2.63038E+11
1458,Sneha Kulkarnee,38,Female,Maharashtra,Ratnagiri,"House 294, MG Road, Mumbai, Maharashtra - 411001",1743-3927-1753,10/22/1988,5.42418E+11
1459,Amit Moray,76,Male,Maharashtra,Pune,"House 230, Shivaji Nagar, Pune, Maharashtra - 422001",5336-2534-2879,6/13/1950,4.15636E+11
1460,Anjaly Patil,78,Male,Maharashtra,Ratnagiri,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",5956-3933-5093,12/3/1948,3.94201E+11
1461,Ameet Yadab,41,Male,Maharashtra,Nagpur,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",5859-2458-9605,10/21/1985,3.95499E+11
1462,Snehaa Joshy,18,Male,Maharashtra,Mumbai,"House 149, MG Road, Nashik, Maharashtra - 411001",2651-6566-3503,10/21/2008,4.60503E+11
1463,Amit Yadav,47,Female,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",2841-9847-2988,1/4/1979,2.69428E+11
1464,Ameet Joshi,67,Female,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2361-6216-9861,5/12/1959,4.85793E+11
1465,Snehaa Kulkarnee,25,Female,Maharashtra,Ratnagiri,"House 155, Shivaji Nagar, Mumbai, Maharashtra - 422001",6524-1152-2367,10/13/2001,8.47345E+11
1466,Anjali Sarma,24,Male,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",7525-3166-9861,5/8/2002,2.64659E+11
1467,Kiran Josi,35,Female,Maharashtra,Pune,"House 392, Station Road, Mumbai, Maharashtra - 422001",5514-3906-3432,4/12/1991,4.93888E+11
1468,Rohul Josi,53,Male,Maharashtra,Pune,"House 52, MG Road, Nashik, Maharashtra - 400001",3216-3218-2471,11/22/1973,6.26894E+11
1469,Sneha Sharma,80,Female,Maharashtra,Ratnagiri,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",1720-6556-8842,10/16/1946,1.67305E+11
1470,Raahul Sharma,51,Male,Maharashtra,Pune,"House 476, Tilak Nagar, Mumbai, Maharashtra - 422001",4642-8478-2754,9/28/1975,20130899617
1471,Sneha Yadava,25,Male,Maharashtra,Nagpur,"House 96, Tilak Nagar, Pune, Maharashtra - 400001",3108-5705-6317,4/13/2001,9.44479E+11
1472,Karan Moray,30,Female,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",8875-6102-2100,2/26/1996,5.48673E+11
1473,Kiran More,77,Male,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 400001",4211-2623-9490,7/19/1949,7.91179E+11
1474,Karran Patill,54,Female,Maharashtra,Pune,"House 261, Gandhi Chowk, Nagpur, Maharashtra - 422001",2806-2212-9592,6/23/1972,9.90775E+11
1475,xyz,0,Male,Maharashtra,Pune,"House 243, Gandhi Chowk, Pune, Maharashtra - 400001",7195-4673-1435,7/3/1973,78038259006
1476,Karran Sharma,50,Male,Maharashtra,Ratnagiri,"House 159, Shivaji Nagar, Mumbai, Maharashtra - 440001",7425-4439-4496,9/21/1976,8.95471E+11
1477,Raahul Kulkarni,26,Male,Maharashtra,Nagpur,"House 468, Station Road, Nagpur, Maharashtra - 440001",5515-6626-5231,12/4/2000,41697506109
1478,Snea Kulkarni,26,Male,Maharashtra,Mumbai,"House 491, Shivaji Nagar, Pune, Maharashtra - 422001",8347-9524-4381,11/9/2000,2.68399E+11
1479,bbbb,-5,Male,Maharashtra,Mumbai,"House 96, Shivaji Nagar, Nashik, Maharashtra - 422001",1424-9276-8858,11/6/1991,6.95893E+11
1480,,-5,Female,Maharashtra,Pune,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",5725-4978-3947,6/23/1961,2.46565E+11
1481,Raahul Yadab,64,Male,Maharashtra,Pune,"House 464, Laxmi Colony, Mumbai, Maharashtra - 400001",3726-6401-7912,1/16/1962,8.7538E+11
1482,Kiran Joshi,75,Female,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",4916-1641-3245,10/3/1951,78977783692
1483,Karan Kulkarnee,55,Female,Maharashtra,Mumbai,"House 24, Station Road, Mumbai, Maharashtra - 400001",2590-8770-3334,12/11/1971,2.99548E+11
1484,Anjali Patill,56,Female,Maharashtra,Nagpur,"House 485, Laxmi Colony, Nagpur, Maharashtra - 400001",7699-3387-8170,8/23/1970,6.63371E+11
1485,Ameet Sharmma,64,Male,Maharashtra,Ratnagiri,"House 143, Tilak Nagar, Nagpur, Maharashtra - 400001",5894-6104-9962,11/19/1962,4.40573E+11
1486,Karran Moray,66,Female,Maharashtra,Pune,"House 109, Laxmi Colony, Nashik, Maharashtra - 440001",3158-4784-2179,10/3/1960,6.09415E+11
1487,poojaa sharmma,33,Male,Maharashtra,Pune,"House 401, Shivaji Nagar, Nagpur, Maharashtra - 440001",9711-8605-3680,5/17/1993,5.11051E+11
1488,Kiran Yadab,62,Female,Maharashtra,Ratnagiri,"House 380, MG Road, Nashik, Maharashtra - 422001",4545-7062-1777,2/28/1964,9.93758E+11
1489,Raahul Yadava,39,Male,Maharashtra,Pune,"House 355, Shivaji Nagar, Mumbai, Maharashtra - 440001",7733-7308-9239,7/25/1987,9.97817E+11
1490,Kiran Patill,45,Female,Maharashtra,Pune,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5796-6767-8373,9/3/1981,3245234116
1491,Poojaa More,52,Female,Maharashtra,Ratnagiri,"House 88, Laxmi Colony, Nagpur, Maharashtra - 400001",4064-7801-7482,1/8/1974,8.14903E+11
1492,Puja Yadava,76,Male,Maharashtra,Nagpur,"House 149, MG Road, Nashik, Maharashtra - 411001",7304-6347-8194,9/27/1950,6.54223E+11
1493,Ameet Patill,70,Female,Maharashtra,Mumbai,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",3494-4802-6429,11/23/1956,4.1144E+11
1494,Snea Josi,41,Male,Maharashtra,Mumbai,"House 390, Tilak Nagar, Pune, Maharashtra - 400001",2189-1239-3521,6/1/1985,33289073898
1495,Anjali Patill,68,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",2312-8442-1283,7/27/1958,6.63371E+11
1496,Anjli Joshy,36,Male,Maharashtra,Nagpur,"House 431, Shivaji Nagar, Pune, Maharashtra - 422001",4933-1526-1978,5/12/1990,5.73686E+11
1497,Kiran Joshy,38,Female,Maharashtra,Ratnagiri,"House 126, Laxmi Colony, Nagpur, Maharashtra - 411001",4276-3214-9830,4/6/1988,5.71802E+11
1498,Ameet Pateel,35,Female,Maharashtra,Ratnagiri,"House 114, Tilak Nagar, Nagpur, Maharashtra - 422001",6216-4683-2494,12/6/1991,2.90215E+11
1499,Poojaa Yadava,67,Male,Maharashtra,Ratnagiri,"House 404, Gandhi Chowk, Nashik, Maharashtra - 411001",4109-4388-6455,8/21/1959,9.00692E+11
1500,Karan Pateel,32,Female,Maharashtra,Nagpur,"House 434, MG Road, Pune, Maharashtra - 411001",8287-7888-7519,4/28/1994,67635173562
1501,Puja Sharma,25,Female,Maharashtra,Pune,"House 448, Tilak Nagar, Nashik, Maharashtra - 411001",5357-4736-2981,5/24/1954,6.58771E+11
1502,Rahul Yadava,77,Female,Maharashtra,Mumbai,"House 302, Shivaji Nagar, Nagpur, Maharashtra - 411001",3797-2757-1419,5/5/1949,3389045179
1503,Sneha Sharmma,18,Female,Maharashtra,Pune,"House 65, Station Road, Mumbai, Maharashtra - 400001",5127-1670-6425,8/25/2008,2.80082E+11
1504,Pooja Moore,25,Male,Maharashtra,Pune,"House 232, Shivaji Nagar, Mumbai, Maharashtra - 411001",5204-4770-3454,4/4/2001,9.42976E+11
1505,Anjli Kulkarnee,53,Female,Maharashtra,Ratnagiri,"House 35, MG Road, Nashik, Maharashtra - 411001",3184-2179-4338,4/11/1973,1.84329E+11
1506,Snehaa Kulkarnee,18,Male,Maharashtra,Ratnagiri,"House 356, Gandhi Chowk, Nagpur, Maharashtra - 422001",5457-4975-3885,3/4/2008,8.47345E+11
1507,Snehaa Patil,40,Male,Maharashtra,Nagpur,"House 318, Laxmi Colony, Pune, Maharashtra - 422001",9198-2981-7863,4/2/1986,49922725591
1508,Karan Yadav,32,Female,Maharashtra,Ratnagiri,"House 485, MG Road, Mumbai, Maharashtra - 440001",2710-7340-2192,12/25/1994,6.61331E+11
1509,Rahul Yadab,72,Female,Maharashtra,Ratnagiri,"House 280, Gandhi Chowk, Nashik, Maharashtra - 400001",7898-9752-4629,11/9/1954,5.39564E+11
1510,Sneha Patill,63,Male,Maharashtra,Mumbai,"House 149, MG Road, Nashik, Maharashtra - 411001",7362-6222-8778,9/25/1963,2.02258E+11
1511,Raahul Patil,65,Female,Maharashtra,Nagpur,"House 295, Shivaji Nagar, Mumbai, Maharashtra - 400001",8355-5661-5531,4/2/1961,6.94274E+11
1512,Snehaa Joshy,48,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",6229-9477-4392,3/1/1978,4.60503E+11
1513,Rohul Sarma,45,Male,Maharashtra,Ratnagiri,"House 157, Station Road, Pune, Maharashtra - 440001",6822-3205-8682,5/19/1981,5.78447E+11
1514,Anjali Joshi,44,Female,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2447-5750-9928,12/24/1982,6.21441E+11
1515,Rahul More,44,Female,Maharashtra,Pune,"House 334, Laxmi Colony, Pune, Maharashtra - 411001",1258-8372-2981,12/3/1982,1.26205E+11
1516,Puja Moore,63,Female,Maharashtra,Ratnagiri,"House 130, Tilak Nagar, Mumbai, Maharashtra - 400001",6777-2359-3524,7/7/1963,9.12394E+11
1517,Anjali Sarma,52,Female,Maharashtra,Mumbai,"House 149, MG Road, Nashik, Maharashtra - 411001",3568-4948-6382,2/11/1974,7.47189E+11
1518,Rahul Moore,19,Male,Maharashtra,Nagpur,"House 484, Laxmi Colony, Pune, Maharashtra - 400001",3132-4454-1359,12/27/2007,1.22528E+11
1519,Sneha Moray,72,Male,Maharashtra,Ratnagiri,"House 388, Tilak Nagar, Nagpur, Maharashtra - 422001",4930-2112-2158,1/6/1954,1.76248E+11
1520,Raahul Moore,62,Male,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",5533-6632-7950,10/2/1964,8.90247E+11
1521,Poojaa Josi,50,Male,Maharashtra,Pune,"House 113, Laxmi Colony, Nashik, Maharashtra - 400001",2464-3275-4304,10/28/1976,3.80452E+11
1522,abc,0,Male,Maharashtra,Pune,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",4578-1515-3694,11/20/1972,3.65178E+11
1523,Pooja Pateel,19,Female,Maharashtra,Mumbai,"House 266, MG Road, Nashik, Maharashtra - 400001",9376-7546-4646,7/5/2007,26612862428
1524,Raahul Yadab,74,Female,Maharashtra,Ratnagiri,"House 342, Station Road, Nagpur, Maharashtra - 411001",7504-4807-4695,5/14/1952,8.7538E+11
1525,Ameet Moore,34,Male,Maharashtra,Mumbai,"House 317, Station Road, Mumbai, Maharashtra - 440001",5816-9873-6417,5/24/1992,9.75439E+11
1526,Raahul Joshy,27,Male,Maharashtra,Pune,"House 209, Tilak Nagar, Mumbai, Maharashtra - 440001",5883-9189-6299,7/17/1999,18416434410
1527,Ameet Joshi,31,Male,Maharashtra,Ratnagiri,"House 346, Shivaji Nagar, Pune, Maharashtra - 422001",6148-8801-9857,7/15/1995,4.85793E+11
1528,Raahul Sarma,73,Female,Maharashtra,Nagpur,"House 255, Station Road, Pune, Maharashtra - 440001",6456-4721-4110,3/8/1953,9.16442E+11
1529,Kiran Joshy,55,Male,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2905-7305-1973,3/1/1971,5.71802E+11
1530,Rohul Kulkarni,33,Female,Maharashtra,Nagpur,"House 385, Station Road, Nashik, Maharashtra - 440001",1381-5396-3298,3/15/1993,8.52042E+11
1531,Snea Sharmma,22,Female,Maharashtra,Mumbai,"House 471, MG Road, Nagpur, Maharashtra - 400001",8068-6373-3042,3/26/2004,3.38571E+11
1532,Snea Josi,19,Female,Maharashtra,Ratnagiri,"House 169, Shivaji Nagar, Nashik, Maharashtra - 400001",8074-7721-8444,12/1/2007,33289073898
1533,Puja Pateel,58,Male,Maharashtra,Ratnagiri,"House 493, Station Road, Pune, Maharashtra - 422001",4848-7343-3948,11/25/1968,1.10882E+11
1534,rohul kulkarni,71,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",4573-9105-8147,1/1/1955,1.14733E+11
1535,Puja Patill,45,Male,Maharashtra,Ratnagiri,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",7006-6843-1500,2/27/1981,2.17185E+11
1536,Karan Yadav,27,Male,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",9090-6384-9510,7/9/1999,6.61331E+11
1537,Poojaa Kulkarni,68,Male,Maharashtra,Ratnagiri,"House 371, MG Road, Pune, Maharashtra - 411001",8676-9619-1955,5/15/1958,9.13226E+11
1538,Pooja Pateel,25,Male,Maharashtra,Mumbai,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",1714-3439-1244,12/11/2001,26612862428
1539,,150,Male,Maharashtra,Mumbai,"House 145, Tilak Nagar, Nashik, Maharashtra - 422001",6248-9621-8384,2/26/1990,9.89842E+11
1540,Anjali Josi,32,Female,Maharashtra,Mumbai,"House 185, Shivaji Nagar, Pune, Maharashtra - 422001",6977-3193-1076,4/19/1994,69569820159
1541,Raahul Yadav,62,Male,Maharashtra,Ratnagiri,"House 73, MG Road, Nagpur, Maharashtra - 400001",1689-4464-1993,8/20/1964,5.06087E+11
1542,Amit Moore,26,Female,Maharashtra,Mumbai,"House 167, Laxmi Colony, Nagpur, Maharashtra - 440001",6413-1794-7246,4/15/2000,47620573097
1543,Anjali Sarma,57,Female,Maharashtra,Ratnagiri,"House 267, Gandhi Chowk, Nashik, Maharashtra - 440001",9430-6768-2567,2/13/1969,7.47189E+11
1544,Ameet Sharma,64,Female,Maharashtra,Mumbai,"House 260, Gandhi Chowk, Mumbai, Maharashtra - 411001",5535-4516-5293,5/6/1962,8.68433E+11
1545,Snehaa Patil,49,Female,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",9359-2596-3326,5/26/1977,49922725591
1546,Rahul Sharma,62,Male,Maharashtra,Mumbai,"House 292, Station Road, Pune, Maharashtra - 422001",8589-7744-5766,7/9/1964,7.30495E+11
1547,Snehaa Kulkarnee,25,Male,Maharashtra,Ratnagiri,"House 374, Laxmi Colony, Nashik, Maharashtra - 411001",2786-1827-7863,8/23/2001,8.47345E+11
1548,Snehaa Patil,59,Female,Maharashtra,Pune,"House 239, Gandhi Chowk, Nagpur, Maharashtra - 411001",9699-7422-5161,3/14/1967,49922725591
1549,Anjli Joshi,27,Male,Maharashtra,Mumbai,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5094-7082-8343,7/1/1999,5.8315E+11
1550,Sneha Sharma,40,Female,Maharashtra,Nagpur,"House 325, Tilak Nagar, Nagpur, Maharashtra - 411001",6651-2102-5202,2/27/1986,1.67305E+11
1551,Puja Patill,36,Male,Maharashtra,Ratnagiri,"House 173, Tilak Nagar, Mumbai, Maharashtra - 422001",6120-7668-2191,7/11/1990,2.17185E+11
1552,Snea Yadab,71,Male,Maharashtra,Nagpur,"House 436, Tilak Nagar, Nagpur, Maharashtra - 440001",9109-9258-4381,4/26/1955,4.51905E+11
1553,Amith Patill,56,Female,Maharashtra,Mumbai,"House 344, MG Road, Nashik, Maharashtra - 422001",6589-6838-6903,8/21/1970,4.06007E+11
1554,Amith Joshi,73,Male,Maharashtra,Ratnagiri,"House 441, Tilak Nagar, Mumbai, Maharashtra - 440001",8875-4973-2475,10/26/1953,1.46626E+11
1555,Raahul Sharmma,80,Male,Maharashtra,Pune,"House 269, MG Road, Nagpur, Maharashtra - 440001",5317-2748-4113,11/12/1946,6.03979E+11
1556,Amith Patill,58,Female,Maharashtra,Ratnagiri,"House 464, Station Road, Nashik, Maharashtra - 411001",5731-8946-6287,4/1/1968,8.01081E+11
1557,Anjli Patil,78,Male,Maharashtra,Ratnagiri,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",2996-4481-8575,10/9/1948,5.3474E+11
1558,Anjaly Sarma,71,Female,Maharashtra,Nagpur,"House 139, MG Road, Nashik, Maharashtra - 440001",7858-1872-1798,11/11/1955,2.44681E+11
1559,Sneha Yadav,54,Female,Maharashtra,Nagpur,"House 322, Laxmi Colony, Nagpur, Maharashtra - 422001",3951-2424-5448,2/12/1972,1.10592E+11
1560,Anjli Yadav,67,Female,Maharashtra,Ratnagiri,"House 227, Station Road, Mumbai, Maharashtra - 422001",7917-1638-7244,11/6/1959,5.96752E+11
1561,AMITH JOSHI,74,Male,Maharashtra,Ratnagiri,"House 69, Tilak Nagar, Pune, Maharashtra - 422001",3714-3227-8035,8/18/1952,1.46626E+11
1562,SNEA JOSHI,18,Male,Maharashtra,Mumbai,"House 337, Gandhi Chowk, Nashik, Maharashtra - 422001",4686-4551-7458,5/14/2008,2.83943E+11
1563,Anjali Patill,75,Female,Maharashtra,Pune,"House 27, MG Road, Pune, Maharashtra - 440001",1572-3973-5617,9/10/1951,6.63371E+11
1564,Pooja Pateel,26,Male,Maharashtra,Pune,"House 269, Laxmi Colony, Nashik, Maharashtra - 411001",4376-3140-6736,8/15/2000,26612862428
1565,Snea Joshy,73,Female,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",4899-7011-2066,11/14/1953,9.51817E+11
1566,Kiran Kulkarnee,68,Female,Maharashtra,Nagpur,"House 149, MG Road, Nashik, Maharashtra - 411001",4750-7093-9119,5/12/1958,2.04581E+11
1567,Karan Sarma,52,Male,Maharashtra,Ratnagiri,"House 104, Laxmi Colony, Pune, Maharashtra - 440001",8909-1047-3859,12/5/1974,9.38817E+11
1568,Sneha Yadav,40,Male,Maharashtra,Nagpur,"House 479, Laxmi Colony, Pune, Maharashtra - 422001",2034-4939-4032,6/5/1986,1.10592E+11
1569,Kiran Sharmma,53,Male,Maharashtra,Pune,"House 69, Laxmi Colony, Nashik, Maharashtra - 440001",4665-6122-1684,10/25/1973,9.92963E+11
1570,Puja Yadab,77,Female,Maharashtra,Ratnagiri,"House 214, Shivaji Nagar, Mumbai, Maharashtra - 440001",4097-1694-1888,6/22/1949,2.12716E+11
1571,Kiran Pateel,78,Male,Maharashtra,Nagpur,"House 26, Gandhi Chowk, Nagpur, Maharashtra - 411001",9626-4788-3414,10/4/1948,1.17866E+11
1572,Sneha More,27,Female,Maharashtra,Mumbai,"House 383, Shivaji Nagar, Mumbai, Maharashtra - 422001",8163-3816-4086,10/8/1999,2.62612E+11
1573,Karan Joshy,22,Female,Maharashtra,Mumbai,"House 294, Tilak Nagar, Pune, Maharashtra - 411001",1458-2419-3670,1/3/2004,9.787E+11
1574,Raahul Moore,37,Female,Maharashtra,Ratnagiri,"House 465, Gandhi Chowk, Nagpur, Maharashtra - 400001",1012-8042-2837,11/19/1989,5.5328E+11
1575,Rahul Pateel,45,Male,Maharashtra,Ratnagiri,"House 242, MG Road, Mumbai, Maharashtra - 440001",4379-5761-5495,12/15/1981,3.16844E+11
1576,Karan Kulkarni,22,Male,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",9005-3923-5356,2/22/2004,1.39358E+11
1577,PUJA SHARMMA,42,Male,Maharashtra,Mumbai,"House 355, Gandhi Chowk, Mumbai, Maharashtra - 400001",5704-9063-7236,2/22/1984,3.71232E+11
1578,Snea Josi,59,Female,Maharashtra,Mumbai,"House 468, Station Road, Nagpur, Maharashtra - 440001",1619-8254-7461,12/23/1967,3.46191E+11
1579,Karan Yadav,21,Female,Maharashtra,Mumbai,"House 309, MG Road, Nashik, Maharashtra - 411001",7950-8211-5468,9/5/2005,6.61331E+11
1580,Karran Patil,25,Female,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",1384-2045-2457,9/3/2001,9.18231E+11
1581,Pooja Kulkarnee,75,Female,Maharashtra,Mumbai,"House 5, MG Road, Nashik, Maharashtra - 422001",3684-1361-6733,1/7/1951,8.26435E+11
1582,Rohul Kulkarni,49,Male,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",6907-5647-4600,6/10/1977,1.14733E+11
1583,Amit Moray,80,Female,Maharashtra,Pune,"House 468, Station Road, Nagpur, Maharashtra - 440001",7045-5598-5434,3/13/1946,59942973395
1584,Poojaa Pateel,24,Male,Maharashtra,Ratnagiri,"House 60, Shivaji Nagar, Mumbai, Maharashtra - 440001",8301-8627-7326,12/6/2002,8.55866E+11
1585,Anjali Yadab,44,Female,Maharashtra,Pune,"House 387, Laxmi Colony, Nagpur, Maharashtra - 422001",5110-2699-2438,9/5/1982,7.2736E+11
1586,Snehaa Sharmma,74,Female,Maharashtra,Mumbai,"House 192, Gandhi Chowk, Nagpur, Maharashtra - 411001",1786-5388-8117,2/4/1952,5.40301E+11
1587,Anjli More,71,Male,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",7008-1749-9501,9/28/1955,44172736579
1588,Pooja Patill,54,Female,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",3273-7439-5876,4/28/1972,2.1412E+11
1589,amith josi,35,Male,Maharashtra,Nagpur,"House 27, Station Road, Pune, Maharashtra - 440001",4559-2045-2451,9/12/1991,5.45201E+11
1590,Karran Sharmma,75,Female,Maharashtra,Nagpur,"House 241, Shivaji Nagar, Mumbai, Maharashtra - 411001",8180-8524-7269,7/9/1951,2.6653E+11
1591,Karan Yadav,59,Female,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",9297-1245-7639,8/17/1967,2.26305E+11
1592,Puja Patil,56,Female,Maharashtra,Pune,"House 358, MG Road, Nagpur, Maharashtra - 400001",9220-9796-8556,7/24/1970,77075733954
1593,Puja Yadab,34,Female,Maharashtra,Ratnagiri,"House 206, Station Road, Mumbai, Maharashtra - 411001",8733-3992-9762,12/11/1992,2.12716E+11
1594,Anjali Yadab,30,Male,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",4699-5667-6202,1/6/1996,7.2736E+11
1595,Puja Josi,48,Female,Maharashtra,Ratnagiri,"House 455, Station Road, Nagpur, Maharashtra - 422001",1110-6881-7114,12/18/1978,9.34761E+11
1596,ANJALI YADAB,51,Male,Maharashtra,Pune,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",3431-8565-5557,3/15/1975,7.2736E+11
1597,Karran Joshi,60,Male,Maharashtra,Ratnagiri,"House 23, Shivaji Nagar, Nagpur, Maharashtra - 440001",2046-6694-4633,5/10/1966,3.59905E+11
1598,Sneha Yadab,27,Female,Maharashtra,Ratnagiri,"House 418, Station Road, Nashik, Maharashtra - 400001",8758-3739-9671,8/3/1950,7.40723E+11
1599,Kiran More,43,Female,Maharashtra,Nagpur,"House 412, Gandhi Chowk, Nagpur, Maharashtra - 400001",7207-2274-5929,6/1/1983,7.91179E+11
1600,Puja Joshy,56,Female,Maharashtra,Nagpur,"House 165, Station Road, Nashik, Maharashtra - 411001",2856-3214-4830,12/2/1970,4.93716E+11
1601,Karran Kulkarnee,78,Male,Maharashtra,Ratnagiri,"House 190, Station Road, Pune, Maharashtra - 422001",8435-8800-4081,11/7/1948,82447275764
1602,Ameet Yadav,46,Male,Maharashtra,Nagpur,"House 468, Station Road, Nagpur, Maharashtra - 440001",5078-7210-6323,2/11/1980,3.82723E+11
1603,Kiran Pateel,28,Female,Maharashtra,Nagpur,"House 192, Station Road, Nashik, Maharashtra - 400001",5020-9332-3522,11/14/1998,1.17866E+11
